14,2,2,2,2,8,0,0,0,0,16,16,16,16,16,16,16,16,16,16,
2,2,2,2,2,8,0,0,0,0,15,15,15,16,16,16,16,16,16,16,
2,2,2,2,2,8,0,0,0,0,0,0,0,15,15,16,16,16,16,16,
2,2,2,2,2,8,0,0,0,0,0,0,0,0,0,15,16,16,16,16,
2,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,6,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,
16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,
16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
