16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,16,
16,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,16,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,
16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
