1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,11,11,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,2,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
