16,16,16,16,16,16,0,7,2,0,0,0,0,0,16,16,16,16,16,16,
16,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,16,16,16,
16,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,16,16,16,16,
16,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,16,16,16,16,
0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,
16,16,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
