6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
6,6,6,6,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,
6,6,6,6,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,
6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
